,Indicator,Year,Geography,FIPS,Cases,Rate per 100000
0,Chlamydia,2000,Alabama,1,15323.0,344.2
1,Chlamydia,2001,Alabama,1,14524.0,325.4
2,Chlamydia,2002,Alabama,1,15611.0,349.1
3,Chlamydia,2003,Alabama,1,14209.0,316.5
4,Chlamydia,2004,Alabama,1,13314.0,295.2
5,Chlamydia,2005,Alabama,1,17109.0,376.6
6,Chlamydia,2006,Alabama,1,22915.0,498.7
7,Chlamydia,2007,Alabama,1,25153.0,542.8
8,Chlamydia,2008,Alabama,1,24760.0,529.8
9,Chlamydia,2009,Alabama,1,25929.0,550.8
10,Chlamydia,2010,Alabama,1,27041.0,565.1
11,Chlamydia,2011,Alabama,1,29626.0,617.3
12,Chlamydia,2012,Alabama,1,30621.0,635.9
13,Chlamydia,2013,Alabama,1,29464.0,610.0
14,Chlamydia,2014,Alabama,1,29010.0,599.2
15,Chlamydia,2015,Alabama,1,26359.0,543.2
16,Chlamydia,2016,Alabama,1,26901.0,553.1
17,Chlamydia,2017,Alabama,1,29935.0,614.1
18,Chlamydia,2018,Alabama,1,28437.0,581.8
19,Chlamydia,2019,Alabama,1,31228.0,636.9
20,Chlamydia,2020,Alabama,1,27075.0,538.9
21,Chlamydia,2021,Alabama,1,31507.0,625.2
22,Chlamydia,2022,Alabama,1,31060.0,612.1
23,Chlamydia,2023,Alabama,1,33261.0,651.1
24,Chlamydia,2000,Alaska,2,2569.0,409.2
25,Chlamydia,2001,Alaska,2,2744.0,433.1
26,Chlamydia,2002,Alaska,2,3806.0,592.9
27,Chlamydia,2003,Alaska,2,3900.0,602.2
28,Chlamydia,2004,Alaska,2,3954.0,599.7
29,Chlamydia,2005,Alaska,2,4355.0,652.8
30,Chlamydia,2006,Alaska,2,4525.0,670.1
31,Chlamydia,2007,Alaska,2,4911.0,722.3
32,Chlamydia,2008,Alaska,2,4861.0,709.1
33,Chlamydia,2009,Alaska,2,5166.0,743.6
34,Chlamydia,2010,Alaska,2,6019.0,843.1
35,Chlamydia,2011,Alaska,2,5739.0,794.7
36,Chlamydia,2012,Alaska,2,5462.0,747.8
37,Chlamydia,2013,Alaska,2,5774.0,783.4
38,Chlamydia,2014,Alaska,2,5789.0,786.2
39,Chlamydia,2015,Alaska,2,5660.0,767.5
40,Chlamydia,2016,Alaska,2,5698.0,768.5
41,Chlamydia,2017,Alaska,2,5934.0,802.2
42,Chlamydia,2018,Alaska,2,6159.0,837.8
43,Chlamydia,2019,Alaska,2,6254.0,854.9
44,Chlamydia,2020,Alaska,2,5090.0,694.0
45,Chlamydia,2021,Alaska,2,5571.0,760.4
46,Chlamydia,2022,Alaska,2,5338.0,727.7
47,Chlamydia,2023,Alaska,2,5117.0,697.7
48,Chlamydia,2000,Arizona,4,12612.0,244.1
49,Chlamydia,2001,Arizona,4,14354.0,270.6
50,Chlamydia,2002,Arizona,4,14921.0,273.7
51,Chlamydia,2003,Arizona,4,12819.0,229.3
52,Chlamydia,2004,Arizona,4,16786.0,291.5
53,Chlamydia,2005,Arizona,4,21264.0,355.9
54,Chlamydia,2006,Arizona,4,24090.0,389.1
55,Chlamydia,2007,Arizona,4,24866.0,391.0
56,Chlamydia,2008,Arizona,4,24769.0,381.1
57,Chlamydia,2009,Arizona,4,26002.0,394.7
58,Chlamydia,2010,Arizona,4,26861.0,419.2
59,Chlamydia,2011,Arizona,4,29251.0,451.9
60,Chlamydia,2012,Arizona,4,30444.0,464.4
61,Chlamydia,2013,Arizona,4,30564.0,460.8
62,Chlamydia,2014,Arizona,4,32397.0,481.4
63,Chlamydia,2015,Arizona,4,32387.0,474.2
64,Chlamydia,2016,Arizona,4,34923.0,503.1
65,Chlamydia,2017,Arizona,4,39598.0,562.2
66,Chlamydia,2018,Arizona,4,40807.0,570.1
67,Chlamydia,2019,Arizona,4,43058.0,591.6
68,Chlamydia,2020,Arizona,4,37289.0,521.4
69,Chlamydia,2021,Arizona,4,41498.0,570.3
70,Chlamydia,2022,Arizona,4,40796.0,554.4
71,Chlamydia,2023,Arizona,4,41058.0,552.5
72,Chlamydia,2000,Arkansas,5,6219.0,232.2
73,Chlamydia,2001,Arkansas,5,7280.0,270.6
74,Chlamydia,2002,Arkansas,5,7312.0,270.4
75,Chlamydia,2003,Arkansas,5,7856.0,288.5
76,Chlamydia,2004,Arkansas,5,7864.0,286.4
77,Chlamydia,2005,Arkansas,5,8507.0,306.4
78,Chlamydia,2006,Arkansas,5,8259.0,293.4
79,Chlamydia,2007,Arkansas,5,9954.0,350.3
80,Chlamydia,2008,Arkansas,5,14136.0,493.0
81,Chlamydia,2009,Arkansas,5,14354.0,497.1
82,Chlamydia,2010,Arkansas,5,15424.0,527.9
83,Chlamydia,2011,Arkansas,5,16052.0,545.9
84,Chlamydia,2012,Arkansas,5,16611.0,562.7
85,Chlamydia,2013,Arkansas,5,15447.0,522.0
86,Chlamydia,2014,Arkansas,5,15605.0,525.9
87,Chlamydia,2015,Arkansas,5,16166.0,542.8
88,Chlamydia,2016,Arkansas,5,16737.0,559.8
89,Chlamydia,2017,Arkansas,5,17320.0,577.1
90,Chlamydia,2018,Arkansas,5,17663.0,586.9
91,Chlamydia,2019,Arkansas,5,17196.0,569.8
92,Chlamydia,2020,Arkansas,5,16053.0,533.1
93,Chlamydia,2021,Arkansas,5,17936.0,592.8
94,Chlamydia,2022,Arkansas,5,17918.0,588.3
95,Chlamydia,2023,Arkansas,5,17781.0,579.6
96,Chlamydia,2000,California,6,95316.0,280.4
97,Chlamydia,2001,California,6,101915.0,295.6
98,Chlamydia,2002,California,6,110288.0,316.3
99,Chlamydia,2003,California,6,117428.0,333.3
100,Chlamydia,2004,California,6,122197.0,343.8
101,Chlamydia,2005,California,6,130716.0,365.4
102,Chlamydia,2006,California,6,135827.0,377.8
103,Chlamydia,2007,California,6,141928.0,392.2
104,Chlamydia,2008,California,6,148798.0,407.2
105,Chlamydia,2009,California,6,146796.0,398.0
106,Chlamydia,2010,California,6,150443.0,403.1
107,Chlamydia,2011,California,6,166773.0,443.1
108,Chlamydia,2012,California,6,167695.0,441.9
109,Chlamydia,2013,California,6,167346.0,437.4
110,Chlamydia,2014,California,6,176308.0,456.8
111,Chlamydia,2015,California,6,189170.0,486.1
112,Chlamydia,2016,California,6,198155.0,505.9
113,Chlamydia,2017,California,6,218785.0,555.9
114,Chlamydia,2018,California,6,231415.0,586.4
115,Chlamydia,2019,California,6,236719.0,599.1
116,Chlamydia,2020,California,6,178679.0,451.9
117,Chlamydia,2021,California,6,191542.0,488.2
118,Chlamydia,2022,California,6,192647.0,493.6
119,Chlamydia,2023,California,6,191357.0,491.1
120,Chlamydia,2000,Colorado,8,12000.0,277.2
121,Chlamydia,2001,Colorado,8,13239.0,298.7
122,Chlamydia,2002,Colorado,8,14028.0,311.5
123,Chlamydia,2003,Colorado,8,13039.0,286.8
124,Chlamydia,2004,Colorado,8,14151.0,307.9
125,Chlamydia,2005,Colorado,8,15432.0,331.5
126,Chlamydia,2006,Colorado,8,16313.0,343.6
127,Chlamydia,2007,Colorado,8,17186.0,355.3
128,Chlamydia,2008,Colorado,8,19180.0,389.2
129,Chlamydia,2009,Colorado,8,19998.0,398.8
130,Chlamydia,2010,Colorado,8,19447.0,385.3
131,Chlamydia,2011,Colorado,8,21811.0,425.9
132,Chlamydia,2012,Colorado,8,21631.0,416.6
133,Chlamydia,2013,Colorado,8,20386.0,386.9
134,Chlamydia,2014,Colorado,8,21863.0,408.6
135,Chlamydia,2015,Colorado,8,23857.0,437.7
136,Chlamydia,2016,Colorado,8,25569.0,461.6
137,Chlamydia,2017,Colorado,8,26995.0,481.0
138,Chlamydia,2018,Colorado,8,29124.0,511.7
139,Chlamydia,2019,Colorado,8,29821.0,517.8
140,Chlamydia,2020,Colorado,8,26137.0,452.7
141,Chlamydia,2021,Colorado,8,26747.0,460.2
142,Chlamydia,2022,Colorado,8,26646.0,456.3
143,Chlamydia,2023,Colorado,8,25571.0,435.1
144,Chlamydia,2000,Connecticut,9,7604.0,222.9
145,Chlamydia,2001,Connecticut,9,7718.0,225.1
146,Chlamydia,2002,Connecticut,9,9808.0,284.4
147,Chlamydia,2003,Connecticut,9,9393.0,270.8
148,Chlamydia,2004,Connecticut,9,9552.0,274.9
149,Chlamydia,2005,Connecticut,9,11039.0,317.5
150,Chlamydia,2006,Connecticut,9,10946.0,314.1
151,Chlamydia,2007,Connecticut,9,11454.0,328.4
152,Chlamydia,2008,Connecticut,9,12519.0,357.4
153,Chlamydia,2009,Connecticut,9,12127.0,345.0
154,Chlamydia,2010,Connecticut,9,12649.0,353.4
155,Chlamydia,2011,Connecticut,9,13649.0,380.4
156,Chlamydia,2012,Connecticut,9,13065.0,363.5
157,Chlamydia,2013,Connecticut,9,12775.0,355.4
158,Chlamydia,2014,Connecticut,9,13382.0,372.3
159,Chlamydia,2015,Connecticut,9,13126.0,365.9
160,Chlamydia,2016,Connecticut,9,13911.0,388.8
161,Chlamydia,2017,Connecticut,9,17750.0,496.7
162,Chlamydia,2018,Connecticut,9,16732.0,468.5
163,Chlamydia,2019,Connecticut,9,15290.0,428.9
164,Chlamydia,2020,Connecticut,9,12716.0,352.6
165,Chlamydia,2021,Connecticut,9,14750.0,409.1
166,Chlamydia,2022,Connecticut,9,12738.0,351.3
167,Chlamydia,2023,Connecticut,9,13197.0,364.8
168,Chlamydia,2000,Delaware,10,2856.0,363.2
169,Chlamydia,2001,Delaware,10,2793.0,351.3
170,Chlamydia,2002,Delaware,10,2649.0,329.2
171,Chlamydia,2003,Delaware,10,3035.0,372.2
172,Chlamydia,2004,Delaware,10,2954.0,357.1
173,Chlamydia,2005,Delaware,10,3392.0,403.7
174,Chlamydia,2006,Delaware,10,3615.0,423.6
175,Chlamydia,2007,Delaware,10,3479.0,402.1
176,Chlamydia,2008,Delaware,10,3868.0,441.2
177,Chlamydia,2009,Delaware,10,4718.0,533.6
178,Chlamydia,2010,Delaware,10,4464.0,496.2
179,Chlamydia,2011,Delaware,10,4508.0,496.8
180,Chlamydia,2012,Delaware,10,4438.0,484.9
181,Chlamydia,2013,Delaware,10,5213.0,564.4
182,Chlamydia,2014,Delaware,10,4473.0,479.7
183,Chlamydia,2015,Delaware,10,4605.0,489.2
184,Chlamydia,2016,Delaware,10,5365.0,565.4
185,Chlamydia,2017,Delaware,10,5392.0,563.5
186,Chlamydia,2018,Delaware,10,6038.0,625.4
187,Chlamydia,2019,Delaware,10,5864.0,602.2
188,Chlamydia,2020,Delaware,10,4855.0,490.4
189,Chlamydia,2021,Delaware,10,4880.0,486.4
190,Chlamydia,2022,Delaware,10,5177.0,508.3
191,Chlamydia,2023,Delaware,10,5703.0,552.7
192,Chlamydia,2000,District of Columbia,11,3205.0,560.5
193,Chlamydia,2001,District of Columbia,11,3286.0,568.3
194,Chlamydia,2002,District of Columbia,11,3305.0,570.1
195,Chlamydia,2003,District of Columbia,11,3168.0,548.2
196,Chlamydia,2004,District of Columbia,11,3493.0,602.4
197,Chlamydia,2005,District of Columbia,11,3678.0,631.9
198,Chlamydia,2006,District of Columbia,11,3368.0,576.9
199,Chlamydia,2007,District of Columbia,11,6029.0,1029.0
200,Chlamydia,2008,District of Columbia,11,6924.0,1173.7
201,Chlamydia,2009,District of Columbia,11,6549.0,1091.5
202,Chlamydia,2010,District of Columbia,11,5589.0,923.5
203,Chlamydia,2011,District of Columbia,11,6585.0,1062.4
204,Chlamydia,2012,District of Columbia,11,6808.0,1072.3
205,Chlamydia,2013,District of Columbia,11,6414.0,985.9
206,Chlamydia,2014,District of Columbia,11,5293.0,799.2
207,Chlamydia,2015,District of Columbia,11,7894.0,1168.8
208,Chlamydia,2016,District of Columbia,11,7283.0,1061.9
209,Chlamydia,2017,District of Columbia,11,9107.0,1310.5
210,Chlamydia,2018,District of Columbia,11,9014.0,1284.9
211,Chlamydia,2019,District of Columbia,11,9327.0,1321.6
212,Chlamydia,2020,District of Columbia,11,6413.0,930.0
213,Chlamydia,2021,District of Columbia,11,6952.0,1037.5
214,Chlamydia,2022,District of Columbia,11,8141.0,1211.8
215,Chlamydia,2023,District of Columbia,11,8338.0,1228.0
216,Chlamydia,2000,Florida,12,33390.0,208.1
217,Chlamydia,2001,Florida,12,37625.0,230.1
218,Chlamydia,2002,Florida,12,42058.0,252.2
219,Chlamydia,2003,Florida,12,42382.0,249.7
220,Chlamydia,2004,Florida,12,42554.0,245.0
221,Chlamydia,2005,Florida,12,43372.0,244.0
222,Chlamydia,2006,Florida,12,48955.0,270.8
223,Chlamydia,2007,Florida,12,57575.0,315.3
224,Chlamydia,2008,Florida,12,71017.0,385.7
225,Chlamydia,2009,Florida,12,72931.0,394.0
226,Chlamydia,2010,Florida,12,74744.0,396.6
227,Chlamydia,2011,Florida,12,76033.0,399.1
228,Chlamydia,2012,Florida,12,77644.0,402.3
229,Chlamydia,2013,Florida,12,80182.0,410.2
230,Chlamydia,2014,Florida,12,84194.0,424.2
231,Chlamydia,2015,Florida,12,90468.0,447.7
232,Chlamydia,2016,Florida,12,94742.0,459.6
233,Chlamydia,2017,Florida,12,100018.0,477.1
234,Chlamydia,2018,Florida,12,104758.0,493.1
235,Chlamydia,2019,Florida,12,110794.0,515.9
236,Chlamydia,2020,Florida,12,100030.0,464.4
237,Chlamydia,2021,Florida,12,104400.0,479.3
238,Chlamydia,2022,Florida,12,106873.0,480.4
239,Chlamydia,2023,Florida,12,112804.0,498.9
240,Chlamydia,2000,Georgia,13,29359.0,356.7
241,Chlamydia,2001,Georgia,13,33840.0,402.0
242,Chlamydia,2002,Georgia,13,33998.0,396.1
243,Chlamydia,2003,Georgia,13,35686.0,408.9
244,Chlamydia,2004,Georgia,13,34280.0,384.9
245,Chlamydia,2005,Georgia,13,33562.0,369.2
246,Chlamydia,2006,Georgia,13,38972.0,418.0
247,Chlamydia,2007,Georgia,13,42913.0,450.5
248,Chlamydia,2008,Georgia,13,42629.0,439.9
249,Chlamydia,2009,Georgia,13,39828.0,405.8
250,Chlamydia,2010,Georgia,13,45147.0,464.9
251,Chlamydia,2011,Georgia,13,54403.0,555.0
252,Chlamydia,2012,Georgia,13,52418.0,529.4
253,Chlamydia,2013,Georgia,13,51070.0,512.1
254,Chlamydia,2014,Georgia,13,51945.0,516.0
255,Chlamydia,2015,Georgia,13,57639.0,566.3
256,Chlamydia,2016,Georgia,13,62776.0,609.4
257,Chlamydia,2017,Georgia,13,65104.0,625.4
258,Chlamydia,2018,Georgia,13,65936.0,627.3
259,Chlamydia,2019,Georgia,13,67720.0,637.8
260,Chlamydia,2020,Georgia,13,62582.0,584.2
261,Chlamydia,2021,Georgia,13,67941.0,629.1
262,Chlamydia,2022,Georgia,13,72662.0,665.8
263,Chlamydia,2023,Georgia,13,71294.0,646.4
264,Chlamydia,2000,Hawaii,15,3547.0,292.6
265,Chlamydia,2001,Hawaii,15,4031.0,330.7
266,Chlamydia,2002,Hawaii,15,4521.0,368.6
267,Chlamydia,2003,Hawaii,15,5480.0,444.9
268,Chlamydia,2004,Hawaii,15,5307.0,425.6
269,Chlamydia,2005,Hawaii,15,5489.0,435.9
270,Chlamydia,2006,Hawaii,15,5548.0,437.1
271,Chlamydia,2007,Hawaii,15,5659.0,445.7
272,Chlamydia,2008,Hawaii,15,5982.0,467.3
273,Chlamydia,2009,Hawaii,15,6026.0,467.8
274,Chlamydia,2010,Hawaii,15,6015.0,441.0
275,Chlamydia,2011,Hawaii,15,6001.0,435.1
276,Chlamydia,2012,Hawaii,15,6340.0,454.5
277,Chlamydia,2013,Hawaii,15,6640.0,471.5
278,Chlamydia,2014,Hawaii,15,6419.0,453.8
279,Chlamydia,2015,Hawaii,15,7074.0,497.5
280,Chlamydia,2016,Hawaii,15,6902.0,483.5
281,Chlamydia,2017,Hawaii,15,6850.0,480.9
282,Chlamydia,2018,Hawaii,15,7735.0,544.5
283,Chlamydia,2019,Hawaii,15,8093.0,571.6
284,Chlamydia,2020,Hawaii,15,7005.0,481.4
285,Chlamydia,2021,Hawaii,15,6078.0,421.6
286,Chlamydia,2022,Hawaii,15,5530.0,384.0
287,Chlamydia,2023,Hawaii,15,6251.0,435.6
288,Chlamydia,2000,Idaho,16,1907.0,146.7
289,Chlamydia,2001,Idaho,16,2023.0,153.2
290,Chlamydia,2002,Idaho,16,2503.0,186.6
291,Chlamydia,2003,Idaho,16,2366.0,173.5
292,Chlamydia,2004,Idaho,16,2784.0,200.1
293,Chlamydia,2005,Idaho,16,2799.0,196.4
294,Chlamydia,2006,Idaho,16,3345.0,228.5
295,Chlamydia,2007,Idaho,16,3722.0,248.4
296,Chlamydia,2008,Idaho,16,4194.0,274.8
297,Chlamydia,2009,Idaho,16,3842.0,248.8
298,Chlamydia,2010,Idaho,16,4208.0,267.9
299,Chlamydia,2011,Idaho,16,4699.0,296.7
300,Chlamydia,2012,Idaho,16,4550.0,285.2
301,Chlamydia,2013,Idaho,16,5428.0,336.9
302,Chlamydia,2014,Idaho,16,5442.0,333.6
303,Chlamydia,2015,Idaho,16,5631.0,341.1
304,Chlamydia,2016,Idaho,16,5897.0,350.5
305,Chlamydia,2017,Idaho,16,6200.0,360.9
306,Chlamydia,2018,Idaho,16,6572.0,375.4
