,Indicator,Year,Geography,FIPS,Cases,Rate per 100000
796,Chlamydia,2023,South Dakota,46,4887.0,531.6
797,Chlamydia,2008,Tennessee,47,28038.0,449.4
798,Chlamydia,2009,Tennessee,47,29711.0,472.3
799,Chlamydia,2010,Tennessee,47,28327.0,445.7
800,Chlamydia,2011,Tennessee,47,31105.0,486.1
801,Chlamydia,2012,Tennessee,47,32525.0,504.0
802,Chlamydia,2013,Tennessee,47,30370.0,467.6
803,Chlamydia,2014,Tennessee,47,30793.0,470.8
804,Chlamydia,2015,Tennessee,47,31272.0,474.5
805,Chlamydia,2016,Tennessee,47,32304.0,486.1
806,Chlamydia,2017,Tennessee,47,35087.0,523.0
807,Chlamydia,2018,Tennessee,47,38212.0,564.3
808,Chlamydia,2019,Tennessee,47,41089.0,601.7
809,Chlamydia,2022,Tennessee,47,37942.0,538.1
810,Chlamydia,2023,Tennessee,47,36872.0,517.4
811,Chlamydia,2008,Texas,48,100870.0,415.3
812,Chlamydia,2009,Texas,48,105910.0,427.6
813,Chlamydia,2010,Texas,48,119872.0,474.9
814,Chlamydia,2011,Texas,48,124882.0,487.0
815,Chlamydia,2012,Texas,48,127036.0,487.0
816,Chlamydia,2013,Texas,48,129861.0,490.4
817,Chlamydia,2014,Texas,48,131219.0,486.6
818,Chlamydia,2015,Texas,48,141158.0,513.9
819,Chlamydia,2016,Texas,48,142952.0,512.1
820,Chlamydia,2017,Texas,48,151533.0,535.5
821,Chlamydia,2018,Texas,48,146510.0,511.8
822,Chlamydia,2019,Texas,48,129075.0,445.1
823,Chlamydia,2022,Texas,48,155483.0,517.8
824,Chlamydia,2023,Texas,48,150056.0,491.9
825,Chlamydia,2008,Utah,49,6021.0,221.0
826,Chlamydia,2009,Utah,49,6145.0,221.0
827,Chlamydia,2010,Utah,49,6690.0,241.1
828,Chlamydia,2011,Utah,49,7086.0,251.8
829,Chlamydia,2012,Utah,49,7615.0,266.9
830,Chlamydia,2013,Utah,49,7535.0,260.0
831,Chlamydia,2014,Utah,49,8223.0,280.0
832,Chlamydia,2015,Utah,49,8633.0,289.5
833,Chlamydia,2016,Utah,49,9457.0,310.9
834,Chlamydia,2017,Utah,49,10135.0,326.8
835,Chlamydia,2018,Utah,49,10541.0,334.3
836,Chlamydia,2019,Utah,49,11075.0,345.5
837,Chlamydia,2022,Utah,49,11108.0,328.6
838,Chlamydia,2023,Utah,49,11004.0,322.0
839,Chlamydia,2008,Vermont,50,1190.0,191.6
840,Chlamydia,2009,Vermont,50,1186.0,190.8
841,Chlamydia,2010,Vermont,50,1257.0,200.8
842,Chlamydia,2011,Vermont,50,1483.0,236.5
843,Chlamydia,2012,Vermont,50,1724.0,275.4
844,Chlamydia,2013,Vermont,50,1842.0,294.2
845,Chlamydia,2014,Vermont,50,2237.0,357.8
846,Chlamydia,2015,Vermont,50,1901.0,304.1
847,Chlamydia,2016,Vermont,50,1690.0,271.0
848,Chlamydia,2017,Vermont,50,1858.0,297.6
849,Chlamydia,2018,Vermont,50,1712.0,274.2
850,Chlamydia,2019,Vermont,50,1718.0,275.3
851,Chlamydia,2022,Vermont,50,1281.0,198.0
852,Chlamydia,2023,Vermont,50,1307.0,201.9
853,Chlamydia,2008,Virginia,51,31218.0,401.2
854,Chlamydia,2009,Virginia,51,30903.0,393.0
855,Chlamydia,2010,Virginia,51,30797.0,383.8
856,Chlamydia,2011,Virginia,51,36314.0,448.3
857,Chlamydia,2012,Virginia,51,34963.0,427.2
858,Chlamydia,2013,Virginia,51,33316.0,403.7
859,Chlamydia,2014,Virginia,51,36048.0,433.7
860,Chlamydia,2015,Virginia,51,35349.0,422.7
861,Chlamydia,2016,Virginia,51,39666.0,471.6
862,Chlamydia,2017,Virginia,51,42374.0,500.7
863,Chlamydia,2018,Virginia,51,42965.0,505.4
864,Chlamydia,2019,Virginia,51,48169.0,564.3
865,Chlamydia,2022,Virginia,51,40789.0,469.7
866,Chlamydia,2023,Virginia,51,41206.0,472.8
867,Chlamydia,2008,Washington,53,21402.0,325.9
868,Chlamydia,2009,Washington,53,21387.0,320.6
869,Chlamydia,2010,Washington,53,21348.0,316.6
870,Chlamydia,2011,Washington,53,23280.0,341.0
871,Chlamydia,2012,Washington,53,24596.0,356.6
872,Chlamydia,2013,Washington,53,24950.0,358.3
873,Chlamydia,2014,Washington,53,26577.0,376.7
874,Chlamydia,2015,Washington,53,28699.0,400.6
875,Chlamydia,2016,Washington,53,31254.0,428.4
876,Chlamydia,2017,Washington,53,32231.0,434.2
877,Chlamydia,2018,Washington,53,34449.0,457.9
878,Chlamydia,2019,Washington,53,37795.0,496.3
879,Chlamydia,2022,Washington,53,28431.0,365.2
880,Chlamydia,2023,Washington,53,27687.0,354.4
881,Chlamydia,2008,West Virginia,54,3316.0,182.6
882,Chlamydia,2009,West Virginia,54,3604.0,197.9
883,Chlamydia,2010,West Virginia,54,3876.0,209.0
884,Chlamydia,2011,West Virginia,54,4295.0,231.4
885,Chlamydia,2012,West Virginia,54,4790.0,258.0
886,Chlamydia,2013,West Virginia,54,5139.0,277.2
887,Chlamydia,2014,West Virginia,54,4719.0,255.2
888,Chlamydia,2015,West Virginia,54,4958.0,269.2
889,Chlamydia,2016,West Virginia,54,4821.0,263.3
890,Chlamydia,2017,West Virginia,54,4140.0,227.8
891,Chlamydia,2018,West Virginia,54,3599.0,199.5
892,Chlamydia,2019,West Virginia,54,5609.0,313.0
893,Chlamydia,2022,West Virginia,54,4450.0,250.7
894,Chlamydia,2023,West Virginia,54,4407.0,249.0
895,Chlamydia,2008,Wisconsin,55,20996.0,373.1
896,Chlamydia,2009,Wisconsin,55,20906.0,370.0
897,Chlamydia,2010,Wisconsin,55,23236.0,408.3
898,Chlamydia,2011,Wisconsin,55,24619.0,431.5
899,Chlamydia,2012,Wisconsin,55,23726.0,414.8
900,Chlamydia,2013,Wisconsin,55,23572.0,410.9
901,Chlamydia,2014,Wisconsin,55,23154.0,402.6
902,Chlamydia,2015,Wisconsin,55,24381.0,423.2
903,Chlamydia,2016,Wisconsin,55,26894.0,465.9
904,Chlamydia,2017,Wisconsin,55,27740.0,479.1
905,Chlamydia,2018,Wisconsin,55,28027.0,482.6
906,Chlamydia,2019,Wisconsin,55,29080.0,499.4
907,Chlamydia,2022,Wisconsin,55,25676.0,435.7
908,Chlamydia,2023,Wisconsin,55,24993.0,422.8
909,Chlamydia,2008,Wyoming,56,1577.0,296.1
910,Chlamydia,2009,Wyoming,56,1963.0,360.6
911,Chlamydia,2010,Wyoming,56,2113.0,374.3
912,Chlamydia,2011,Wyoming,56,2092.0,368.8
913,Chlamydia,2012,Wyoming,56,2102.0,364.7
914,Chlamydia,2013,Wyoming,56,2005.0,344.4
915,Chlamydia,2014,Wyoming,56,1972.0,338.5
916,Chlamydia,2015,Wyoming,56,2037.0,347.8
917,Chlamydia,2016,Wyoming,56,2060.0,352.6
918,Chlamydia,2017,Wyoming,56,2142.0,370.0
919,Chlamydia,2018,Wyoming,56,2169.0,375.5
920,Chlamydia,2019,Wyoming,56,2189.0,378.2
921,Chlamydia,2022,Wyoming,56,1793.0,308.4
922,Chlamydia,2023,Wyoming,56,1829.0,313.2
924,Chlamydia,2000,Massachusetts,25,10073.0,158.3
925,Chlamydia,2001,Massachusetts,25,10402.0,162.2
926,Chlamydia,2002,Massachusetts,25,10914.0,169.5
927,Chlamydia,2003,Massachusetts,25,11301.0,175.1
928,Chlamydia,2004,Massachusetts,25,13242.0,205.2
929,Chlamydia,2005,Massachusetts,25,14411.0,223.3
930,Chlamydia,2006,Massachusetts,25,15394.0,238.1
931,Chlamydia,2007,Massachusetts,25,16145.0,248.4
932,Chlamydia,2020,Massachusetts,25,24901.0,354.2
933,Chlamydia,2021,Massachusetts,25,26950.0,385.8
934,Chlamydia,2000,Michigan,26,26237.0,263.6
935,Chlamydia,2001,Michigan,26,31090.0,310.7
936,Chlamydia,2002,Michigan,26,32272.0,321.5
937,Chlamydia,2003,Michigan,26,32572.0,323.4
938,Chlamydia,2004,Michigan,26,41246.0,408.7
939,Chlamydia,2005,Michigan,26,38730.0,383.8
940,Chlamydia,2006,Michigan,26,36753.0,364.5
941,Chlamydia,2007,Michigan,26,37353.0,371.6
942,Chlamydia,2020,Michigan,26,44769.0,444.3
943,Chlamydia,2021,Michigan,26,45473.0,452.4
944,Chlamydia,2000,Minnesota,27,8102.0,164.2
945,Chlamydia,2001,Minnesota,27,8323.0,167.1
946,Chlamydia,2002,Minnesota,27,10107.0,201.4
947,Chlamydia,2003,Minnesota,27,10714.0,212.1
948,Chlamydia,2004,Minnesota,27,11602.0,228.4
949,Chlamydia,2005,Minnesota,27,12189.0,238.7
950,Chlamydia,2006,Minnesota,27,12935.0,251.3
951,Chlamydia,2007,Minnesota,27,13413.0,258.4
952,Chlamydia,2020,Minnesota,27,22114.0,387.5
953,Chlamydia,2021,Minnesota,27,22573.0,395.5
954,Chlamydia,2000,Mississippi,28,12697.0,445.8
955,Chlamydia,2001,Mississippi,28,11793.0,413.3
956,Chlamydia,2002,Mississippi,28,11800.0,412.9
957,Chlamydia,2003,Mississippi,28,12193.0,425.4
958,Chlamydia,2004,Mississippi,28,18863.0,653.8
959,Chlamydia,2005,Mississippi,28,21268.0,733.6
960,Chlamydia,2006,Mississippi,28,19002.0,656.0
961,Chlamydia,2007,Mississippi,28,21686.0,742.6
962,Chlamydia,2020,Mississippi,28,23919.0,807.7
963,Chlamydia,2021,Mississippi,28,22126.0,750.0
964,Chlamydia,2000,Missouri,29,13448.0,239.9
965,Chlamydia,2001,Missouri,29,13949.0,247.2
966,Chlamydia,2002,Missouri,29,16181.0,284.9
967,Chlamydia,2003,Missouri,29,18570.0,325.0
968,Chlamydia,2004,Missouri,29,21319.0,370.4
969,Chlamydia,2005,Missouri,29,22371.0,385.5
970,Chlamydia,2006,Missouri,29,22982.0,392.3
971,Chlamydia,2007,Missouri,29,23308.0,394.7
972,Chlamydia,2020,Missouri,29,31815.0,516.9
973,Chlamydia,2021,Missouri,29,31915.0,517.4
974,Chlamydia,2000,Montana,30,1469.0,162.6
975,Chlamydia,2001,Montana,30,1897.0,209.4
976,Chlamydia,2002,Montana,30,2475.0,272.1
977,Chlamydia,2003,Montana,30,2547.0,277.9
978,Chlamydia,2004,Montana,30,2608.0,281.7
979,Chlamydia,2005,Montana,30,2400.0,256.8
980,Chlamydia,2006,Montana,30,2650.0,280.1
981,Chlamydia,2007,Montana,30,2748.0,287.1
982,Chlamydia,2020,Montana,30,4133.0,381.2
983,Chlamydia,2021,Montana,30,4029.0,364.9
984,Chlamydia,2000,Nebraska,31,3791.0,221.3
985,Chlamydia,2001,Nebraska,31,3206.0,186.6
986,Chlamydia,2002,Nebraska,31,4779.0,277.1
987,Chlamydia,2003,Nebraska,31,4739.0,273.4
988,Chlamydia,2004,Nebraska,31,5238.0,300.8
989,Chlamydia,2005,Nebraska,31,5098.0,291.2
990,Chlamydia,2006,Nebraska,31,5428.0,308.5
991,Chlamydia,2007,Nebraska,31,5132.0,290.1
992,Chlamydia,2020,Nebraska,31,8844.0,450.9
993,Chlamydia,2021,Nebraska,31,8897.0,453.1
994,Chlamydia,2000,Nevada,32,4019.0,199.1
995,Chlamydia,2001,Nevada,32,4831.0,230.7
996,Chlamydia,2002,Nevada,32,5936.0,274.1
997,Chlamydia,2003,Nevada,32,5830.0,260.7
998,Chlamydia,2004,Nevada,32,6690.0,287.4
999,Chlamydia,2005,Nevada,32,7321.0,304.1
1000,Chlamydia,2006,Nevada,32,8398.0,337.1
1001,Chlamydia,2007,Nevada,32,9514.0,370.9
1002,Chlamydia,2020,Nevada,32,14739.0,474.7
1003,Chlamydia,2021,Nevada,32,16348.0,520.0
1004,Chlamydia,2000,New Hampshire,33,1130.0,91.1
1005,Chlamydia,2001,New Hampshire,33,1383.0,110.1
1006,Chlamydia,2002,New Hampshire,33,1557.0,122.5
1007,Chlamydia,2003,New Hampshire,33,1616.0,126.0
1008,Chlamydia,2004,New Hampshire,33,1736.0,134.3
1009,Chlamydia,2005,New Hampshire,33,1842.0,141.6
1010,Chlamydia,2006,New Hampshire,33,1997.0,152.3
1011,Chlamydia,2007,New Hampshire,33,2055.0,156.1
1012,Chlamydia,2020,New Hampshire,33,2931.0,212.8
1013,Chlamydia,2021,New Hampshire,33,3027.0,217.9
1014,Chlamydia,2000,New Jersey,34,10814.0,128.3
1015,Chlamydia,2001,New Jersey,34,16312.0,192.2
1016,Chlamydia,2002,New Jersey,34,14164.0,165.8
1017,Chlamydia,2003,New Jersey,34,16169.0,188.3
1018,Chlamydia,2004,New Jersey,34,17448.0,202.6
1019,Chlamydia,2005,New Jersey,34,19152.0,222.2
1020,Chlamydia,2006,New Jersey,34,20194.0,234.3
1021,Chlamydia,2007,New Jersey,34,21536.0,249.5
1022,Chlamydia,2020,New Jersey,34,31649.0,340.7
1023,Chlamydia,2021,New Jersey,34,33425.0,360.7
1024,Chlamydia,2000,New Mexico,35,5204.0,285.8
1025,Chlamydia,2001,New Mexico,35,6254.0,342.0
1026,Chlamydia,2002,New Mexico,35,7417.0,401.1
1027,Chlamydia,2003,New Mexico,35,7480.0,400.4
1028,Chlamydia,2004,New Mexico,35,9035.0,478.0
1029,Chlamydia,2005,New Mexico,35,8456.0,441.6
1030,Chlamydia,2006,New Mexico,35,9829.0,506.5
1031,Chlamydia,2007,New Mexico,35,9460.0,481.1
1032,Chlamydia,2020,New Mexico,35,12084.0,570.7
1033,Chlamydia,2021,New Mexico,35,12441.0,588.0
1034,Chlamydia,2000,New York,36,31448.0,165.5
1035,Chlamydia,2001,New York,36,46265.0,242.4
1036,Chlamydia,2002,New York,36,51123.0,266.8
1037,Chlamydia,2003,New York,36,57222.0,297.5
1038,Chlamydia,2004,New York,36,59097.0,306.2
1039,Chlamydia,2005,New York,36,63966.0,330.9
1040,Chlamydia,2006,New York,36,68720.0,355.1
1041,Chlamydia,2007,New York,36,80717.0,415.6
1042,Chlamydia,2020,New York,36,97722.0,483.7
1043,Chlamydia,2021,New York,36,101657.0,512.5
1044,Chlamydia,2000,North Carolina,37,21985.0,272.1
1045,Chlamydia,2001,North Carolina,37,22101.0,269.4
1046,Chlamydia,2002,North Carolina,37,24726.0,297.5
1047,Chlamydia,2003,North Carolina,37,26187.0,311.8
1048,Chlamydia,2004,North Carolina,37,28967.0,340.1
1049,Chlamydia,2005,North Carolina,37,31183.0,360.3
1050,Chlamydia,2006,North Carolina,37,33615.0,379.7
1051,Chlamydia,2007,North Carolina,37,30611.0,338.3
1052,Chlamydia,2020,North Carolina,37,64640.0,619.2
1053,Chlamydia,2021,North Carolina,37,63660.0,603.3
1054,Chlamydia,2001,North Dakota,38,1062.0,166.9
1055,Chlamydia,2002,North Dakota,38,1256.0,198.4
1056,Chlamydia,2003,North Dakota,38,1655.0,262.0
1057,Chlamydia,2004,North Dakota,38,1810.0,284.8
1058,Chlamydia,2005,North Dakota,38,1667.0,262.7
1059,Chlamydia,2006,North Dakota,38,1820.0,286.2
1060,Chlamydia,2007,North Dakota,38,1789.0,280.6
1061,Chlamydia,2020,North Dakota,38,3562.0,457.2
1062,Chlamydia,2021,North Dakota,38,3964.0,511.5
1063,Chlamydia,2000,North Dakota,38,909.0,141.7
1064,Chlamydia,2000,Ohio,39,31190.0,274.5
1065,Chlamydia,2001,Ohio,39,37653.0,330.4
1066,Chlamydia,2002,Ohio,39,38032.0,333.0
1067,Chlamydia,2003,Ohio,39,42522.0,371.4
1068,Chlamydia,2004,Ohio,39,39379.0,343.4
1069,Chlamydia,2005,Ohio,39,43806.0,381.7
1070,Chlamydia,2006,Ohio,39,40106.0,349.0
1071,Chlamydia,2007,Ohio,39,47434.0,411.8
1072,Chlamydia,2020,Ohio,39,59520.0,504.4
1073,Chlamydia,2021,Ohio,39,56520.0,479.8
1074,Chlamydia,2000,Oklahoma,40,9331.0,270.2
1075,Chlamydia,2001,Oklahoma,40,10478.0,302.5
1076,Chlamydia,2002,Oklahoma,40,10804.0,310.2
1077,Chlamydia,2003,Oklahoma,40,11013.0,315.1
1078,Chlamydia,2004,Oklahoma,40,10366.0,295.2
1079,Chlamydia,2005,Oklahoma,40,13407.0,379.8
1080,Chlamydia,2006,Oklahoma,40,12992.0,363.8
1081,Chlamydia,2007,Oklahoma,40,12529.0,347.2
1082,Chlamydia,2020,Oklahoma,40,21208.0,535.6
1083,Chlamydia,2021,Oklahoma,40,20709.0,519.5
1084,Chlamydia,2000,Oregon,41,7107.0,207.2
1085,Chlamydia,2001,Oregon,41,7454.0,214.8
1086,Chlamydia,2002,Oregon,41,7009.0,199.3
1087,Chlamydia,2003,Oregon,41,7688.0,216.5
1088,Chlamydia,2004,Oregon,41,8690.0,243.2
1089,Chlamydia,2005,Oregon,41,9018.0,249.3
1090,Chlamydia,2006,Oregon,41,9577.0,260.5
1091,Chlamydia,2007,Oregon,41,9849.0,264.0
1092,Chlamydia,2020,Oregon,41,15858.0,374.3
1093,Chlamydia,2021,Oregon,41,15596.0,367.3
1094,Chlamydia,2000,Pennsylvania,42,26476.0,215.5
1095,Chlamydia,2001,Pennsylvania,42,28319.0,230.3
1096,Chlamydia,2002,Pennsylvania,42,31791.0,258.0
1097,Chlamydia,2003,Pennsylvania,42,37291.0,301.7
1098,Chlamydia,2004,Pennsylvania,42,38025.0,307.0
1099,Chlamydia,2005,Pennsylvania,42,37261.0,300.1
1100,Chlamydia,2006,Pennsylvania,42,39487.0,316.7
1101,Chlamydia,2007,Pennsylvania,42,42469.0,339.3
1102,Chlamydia,2020,Pennsylvania,42,52272.0,402.0
1103,Chlamydia,2021,Pennsylvania,42,53124.0,409.8
1104,Chlamydia,2000,Rhode Island,44,2632.0,250.5
1105,Chlamydia,2001,Rhode Island,44,2912.0,275.3
1106,Chlamydia,2002,Rhode Island,44,2832.0,265.4
1107,Chlamydia,2003,Rhode Island,44,3000.0,279.7
1108,Chlamydia,2004,Rhode Island,44,3442.0,319.9
1109,Chlamydia,2005,Rhode Island,44,3269.0,305.7
1110,Chlamydia,2006,Rhode Island,44,3142.0,295.2
1111,Chlamydia,2007,Rhode Island,44,3177.0,299.8
1112,Chlamydia,2020,Rhode Island,44,4714.0,429.6
1113,Chlamydia,2021,Rhode Island,44,5199.0,474.5
1114,Chlamydia,2000,South Carolina,45,9950.0,247.3
1115,Chlamydia,2001,South Carolina,45,15329.0,377.3
1116,Chlamydia,2002,South Carolina,45,14314.0,348.9
1117,Chlamydia,2003,South Carolina,45,14623.0,353.1
1118,Chlamydia,2004,South Carolina,45,18423.0,439.0
1119,Chlamydia,2005,South Carolina,45,18296.0,430.4
1120,Chlamydia,2006,South Carolina,45,22351.0,515.7
1121,Chlamydia,2007,South Carolina,45,26431.0,598.4
1122,Chlamydia,2020,South Carolina,45,34118.0,666.6
1123,Chlamydia,2021,South Carolina,45,36477.0,702.7
1124,Chlamydia,2000,South Dakota,46,1834.0,242.7
1125,Chlamydia,2001,South Dakota,46,1821.0,240.0
1126,Chlamydia,2002,South Dakota,46,2215.0,290.8
1127,Chlamydia,2003,South Dakota,46,2608.0,340.5
1128,Chlamydia,2004,South Dakota,46,2532.0,327.5
1129,Chlamydia,2005,South Dakota,46,2701.0,346.8
1130,Chlamydia,2006,South Dakota,46,2633.0,334.6
1131,Chlamydia,2007,South Dakota,46,2620.0,329.3
1132,Chlamydia,2020,South Dakota,46,4044.0,456.1
1133,Chlamydia,2021,South Dakota,46,4853.0,542.0
1134,Chlamydia,2000,Tennessee,47,15068.0,264.2
1135,Chlamydia,2001,Tennessee,47,15560.0,270.4
1136,Chlamydia,2002,Tennessee,47,16042.0,276.5
1137,Chlamydia,2003,Tennessee,47,20380.0,348.0
1138,Chlamydia,2004,Tennessee,47,22515.0,380.4
1139,Chlamydia,2005,Tennessee,47,23084.0,384.9
1140,Chlamydia,2006,Tennessee,47,25320.0,415.7
1141,Chlamydia,2007,Tennessee,47,26866.0,435.2
1142,Chlamydia,2020,Tennessee,47,37907.0,548.5
1143,Chlamydia,2021,Tennessee,47,39227.0,562.4
1144,Chlamydia,2000,Texas,48,68814.0,328.5
1145,Chlamydia,2001,Texas,48,69752.0,327.0
1146,Chlamydia,2002,Texas,48,69521.0,320.3
1147,Chlamydia,2003,Texas,48,69200.0,313.9
1148,Chlamydia,2004,Texas,48,70232.0,313.4
1149,Chlamydia,2005,Texas,48,71860.0,315.3
1150,Chlamydia,2006,Texas,48,75543.0,323.4
1151,Chlamydia,2007,Texas,48,85786.0,360.1
1152,Chlamydia,2020,Texas,48,135124.0,463.6
1153,Chlamydia,2021,Texas,48,149636.0,506.8
1154,Chlamydia,2000,Utah,49,2190.0,97.6
1155,Chlamydia,2001,Utah,49,3004.0,131.1
1156,Chlamydia,2002,Utah,49,3540.0,151.6
1157,Chlamydia,2003,Utah,49,3893.0,163.7
1158,Chlamydia,2004,Utah,49,3857.0,158.2
1159,Chlamydia,2005,Utah,49,4602.0,184.2
1160,Chlamydia,2006,Utah,49,5092.0,197.2
1161,Chlamydia,2007,Utah,49,5721.0,214.8
1162,Chlamydia,2020,Utah,49,10466.0,319.9
1163,Chlamydia,2021,Utah,49,11221.0,336.2
1164,Chlamydia,2003,Vermont,50,1060.0,171.9
1165,Chlamydia,2004,Vermont,50,1137.0,183.9
1166,Chlamydia,2006,Vermont,50,1191.0,192.1
1167,Chlamydia,2007,Vermont,50,1057.0,170.4
1168,Chlamydia,2020,Vermont,50,1117.0,173.7
1169,Chlamydia,2021,Vermont,50,910.0,141.0
1170,Chlamydia,2006,Virginia,51,24087.0,315.5
1171,Chlamydia,2007,Virginia,51,24579.0,319.0
1172,Chlamydia,2006,Washington,53,17819.0,279.7
1173,Chlamydia,2007,Washington,53,18784.0,290.6
1174,Chlamydia,2006,West Virginia,54,2910.0,160.9
1175,Chlamydia,2007,West Virginia,54,3168.0,174.8
1176,Chlamydia,2006,Wisconsin,55,20190.0,362.4
1177,Chlamydia,2007,Wisconsin,55,19555.0,349.1
1178,Chlamydia,2006,Wyoming,56,1422.0,277.4
1179,Chlamydia,2007,Wyoming,56,1197.0,228.8
1180,Chlamydia,2005,Vermont,50,957.0,154.7
1181,Chlamydia,2002,Vermont,50,954.0,155.2
1182,Chlamydia,2001,Vermont,50,638.0,104.3
1183,Chlamydia,2000,Vermont,50,526.0,86.3
1184,Chlamydia,2000,Virginia,51,15352.0,216.1
1185,Chlamydia,2001,Virginia,51,18337.0,255.0
1186,Chlamydia,2002,Virginia,51,18518.0,254.5
1187,Chlamydia,2003,Virginia,51,19439.0,264.4
1188,Chlamydia,2004,Virginia,51,21635.0,290.2
1189,Chlamydia,2005,Virginia,51,22668.0,300.3
1190,Chlamydia,2020,Virginia,51,40965.0,474.6
1191,Chlamydia,2021,Virginia,51,40409.0,467.6
1192,Chlamydia,2000,Washington,53,13066.0,221.0
1193,Chlamydia,2001,Washington,53,13631.0,227.6
1194,Chlamydia,2002,Washington,53,14934.0,246.6
1195,Chlamydia,2003,Washington,53,16797.0,275.0
1196,Chlamydia,2004,Washington,53,17635.0,285.3
1197,Chlamydia,2005,Washington,53,18616.0,297.4
1198,Chlamydia,2020,Washington,53,31181.0,404.7
1199,Chlamydia,2021,Washington,53,29632.0,382.9
1200,Chlamydia,2000,West Virginia,54,2143.0,118.6
1201,Chlamydia,2001,West Virginia,54,2361.0,131.3
1202,Chlamydia,2002,West Virginia,54,2464.0,136.9
1203,Chlamydia,2003,West Virginia,54,2585.0,143.4
1204,Chlamydia,2004,West Virginia,54,2758.0,152.9
1205,Chlamydia,2005,West Virginia,54,2944.0,163.2
1206,Chlamydia,2020,West Virginia,54,5431.0,302.8
1207,Chlamydia,2021,West Virginia,54,5226.0,293.1
1208,Chlamydia,2000,Wisconsin,55,16365.0,304.5
1209,Chlamydia,2001,Wisconsin,55,16291.0,301.2
1210,Chlamydia,2002,Wisconsin,55,17000.0,312.1
1211,Chlamydia,2003,Wisconsin,55,17942.0,327.4
1212,Chlamydia,2004,Wisconsin,55,19217.0,348.6
1213,Chlamydia,2005,Wisconsin,55,20461.0,369.2
1214,Chlamydia,2020,Wisconsin,55,26564.0,450.7
1215,Chlamydia,2021,Wisconsin,55,27847.0,472.3
1216,Chlamydia,2004,Wyoming,56,1082.0,215.2
1217,Chlamydia,2005,Wyoming,56,1173.0,231.8
1218,Chlamydia,2020,Wyoming,56,1961.0,339.9
1219,Chlamydia,2021,Wyoming,56,2078.0,359.0
1220,Chlamydia,2003,Wyoming,56,960.0,192.4
1221,Chlamydia,2002,Wyoming,56,944.0,190.0
1222,Chlamydia,2001,Wyoming,56,839.0,170.2
1223,Chlamydia,2000,Wyoming,56,807.0,163.4
