"Date Printed: Thursday, January 1, 2026 7:29:20 PM"
Title: "Chlamydia | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups | All transmission categories""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Chlamydia","2023","Oklahoma","40","19,104","471.3"
"Chlamydia","2008","Oregon","41","10,744","284.2"
"Chlamydia","2009","Oregon","41","11,497","300.7"
"Chlamydia","2010","Oregon","41","12,352","321.9"
"Chlamydia","2011","Oregon","41","13,643","352.3"
"Chlamydia","2012","Oregon","41","13,454","345.1"
"Chlamydia","2013","Oregon","41","14,181","361.5"
"Chlamydia","2014","Oregon","41","15,508","391.3"
"Chlamydia","2015","Oregon","41","16,305","406.0"
"Chlamydia","2016","Oregon","41","17,425","426.0"
"Chlamydia","2017","Oregon","41","18,634","449.7"
"Chlamydia","2018","Oregon","41","19,224","459.7"
"Chlamydia","2019","Oregon","41","19,279","457.1"
"Chlamydia","2022","Oregon","41","15,504","365.6"
"Chlamydia","2023","Oregon","41","15,344","362.5"
"Chlamydia","2008","Pennsylvania","42","42,233","336.2"
"Chlamydia","2009","Pennsylvania","42","43,068","341.8"
"Chlamydia","2010","Pennsylvania","42","47,518","373.8"
"Chlamydia","2011","Pennsylvania","42","52,884","414.9"
"Chlamydia","2012","Pennsylvania","42","54,993","430.7"
"Chlamydia","2013","Pennsylvania","42","52,056","407.4"
"Chlamydia","2014","Pennsylvania","42","50,536","395.2"
"Chlamydia","2015","Pennsylvania","42","53,460","418.2"
"Chlamydia","2016","Pennsylvania","42","56,930","445.4"
"Chlamydia","2017","Pennsylvania","42","56,447","441.4"
"Chlamydia","2018","Pennsylvania","42","59,340","463.6"
"Chlamydia","2019","Pennsylvania","42","61,694","481.9"
"Chlamydia","2022","Pennsylvania","42","54,645","421.3"
"Chlamydia","2023","Pennsylvania","42","54,600","421.2"
"Chlamydia","2008","Rhode Island","44","3,317","313.4"
"Chlamydia","2009","Rhode Island","44","3,615","341.9"
"Chlamydia","2010","Rhode Island","44","3,480","330.2"
"Chlamydia","2011","Rhode Island","44","4,146","393.5"
"Chlamydia","2012","Rhode Island","44","4,313","409.0"
"Chlamydia","2013","Rhode Island","44","4,312","408.7"
"Chlamydia","2014","Rhode Island","44","4,349","411.9"
"Chlamydia","2015","Rhode Island","44","4,575","433.2"
"Chlamydia","2016","Rhode Island","44","4,936","467.1"
"Chlamydia","2017","Rhode Island","44","5,282","500.3"
"Chlamydia","2018","Rhode Island","44","5,487","518.5"
"Chlamydia","2019","Rhode Island","44","5,718","539.8"
"Chlamydia","2022","Rhode Island","44","5,199","475.3"
"Chlamydia","2023","Rhode Island","44","5,269","480.8"
"Chlamydia","2008","South Carolina","45","26,323","585.2"
"Chlamydia","2009","South Carolina","45","26,654","585.3"
"Chlamydia","2010","South Carolina","45","26,525","572.2"
"Chlamydia","2011","South Carolina","45","28,932","619.3"
"Chlamydia","2012","South Carolina","45","27,149","575.5"
"Chlamydia","2013","South Carolina","45","25,594","537.2"
"Chlamydia","2014","South Carolina","45","28,087","582.3"
"Chlamydia","2015","South Carolina","45","27,538","562.9"
"Chlamydia","2016","South Carolina","45","28,179","568.4"
"Chlamydia","2017","South Carolina","45","32,235","642.0"
"Chlamydia","2018","South Carolina","45","33,910","667.0"
"Chlamydia","2019","South Carolina","45","35,950","698.2"
"Chlamydia","2022","South Carolina","45","35,525","672.5"
"Chlamydia","2023","South Carolina","45","32,889","612.1"
"Chlamydia","2008","South Dakota","46","2,956","368.1"
"Chlamydia","2009","South Dakota","46","3,015","371.8"
"Chlamydia","2010","South Dakota","46","3,192","391.1"
"Chlamydia","2011","South Dakota","46","3,409","413.9"
"Chlamydia","2012","South Dakota","46","3,924","470.7"
"Chlamydia","2013","South Dakota","46","3,927","466.2"
"Chlamydia","2014","South Dakota","46","4,166","490.6"
"Chlamydia","2015","South Dakota","46","3,949","462.4"
"Chlamydia","2016","South Dakota","46","4,331","501.9"
"Chlamydia","2017","South Dakota","46","4,437","508.3"
"Chlamydia","2018","South Dakota","46","4,432","504.4"
"Chlamydia","2019","South Dakota","46","4,547","514.0"
"Chlamydia","2022","South Dakota","46","5,160","567.1"
"Chlamydia","2023","South Dakota","46","4,887","531.6"
"Chlamydia","2008","Tennessee","47","28,038","449.4"
"Chlamydia","2009","Tennessee","47","29,711","472.3"
"Chlamydia","2010","Tennessee","47","28,327","445.7"
"Chlamydia","2011","Tennessee","47","31,105","486.1"
"Chlamydia","2012","Tennessee","47","32,525","504.0"
"Chlamydia","2013","Tennessee","47","30,370","467.6"
"Chlamydia","2014","Tennessee","47","30,793","470.8"
"Chlamydia","2015","Tennessee","47","31,272","474.5"
"Chlamydia","2016","Tennessee","47","32,304","486.1"
"Chlamydia","2017","Tennessee","47","35,087","523.0"
"Chlamydia","2018","Tennessee","47","38,212","564.3"
"Chlamydia","2019","Tennessee","47","41,089","601.7"
"Chlamydia","2022","Tennessee","47","37,942","538.1"
"Chlamydia","2023","Tennessee","47","36,872","517.4"
"Chlamydia","2008","Texas","48","100,870","415.3"
"Chlamydia","2009","Texas","48","105,910","427.6"
"Chlamydia","2010","Texas","48","119,872","474.9"
"Chlamydia","2011","Texas","48","124,882","487.0"
"Chlamydia","2012","Texas","48","127,036","487.0"
"Chlamydia","2013","Texas","48","129,861","490.4"
"Chlamydia","2014","Texas","48","131,219","486.6"
"Chlamydia","2015","Texas","48","141,158","513.9"
"Chlamydia","2016","Texas","48","142,952","512.1"
"Chlamydia","2017","Texas","48","151,533","535.5"
"Chlamydia","2018","Texas","48","146,510","511.8"
"Chlamydia","2019","Texas","48","129,075","445.1"
"Chlamydia","2022","Texas","48","155,483","517.8"
"Chlamydia","2023","Texas","48","150,056","491.9"
"Chlamydia","2008","Utah","49","6,021","221.0"
"Chlamydia","2009","Utah","49","6,145","221.0"
"Chlamydia","2010","Utah","49","6,690","241.1"
"Chlamydia","2011","Utah","49","7,086","251.8"
"Chlamydia","2012","Utah","49","7,615","266.9"
"Chlamydia","2013","Utah","49","7,535","260.0"
"Chlamydia","2014","Utah","49","8,223","280.0"
"Chlamydia","2015","Utah","49","8,633","289.5"
"Chlamydia","2016","Utah","49","9,457","310.9"
"Chlamydia","2017","Utah","49","10,135","326.8"
"Chlamydia","2018","Utah","49","10,541","334.3"
"Chlamydia","2019","Utah","49","11,075","345.5"
"Chlamydia","2022","Utah","49","11,108","328.6"
"Chlamydia","2023","Utah","49","11,004","322.0"
"Chlamydia","2008","Vermont","50","1,190","191.6"
"Chlamydia","2009","Vermont","50","1,186","190.8"
"Chlamydia","2010","Vermont","50","1,257","200.8"
"Chlamydia","2011","Vermont","50","1,483","236.5"
"Chlamydia","2012","Vermont","50","1,724","275.4"
"Chlamydia","2013","Vermont","50","1,842","294.2"
"Chlamydia","2014","Vermont","50","2,237","357.8"
"Chlamydia","2015","Vermont","50","1,901","304.1"
"Chlamydia","2016","Vermont","50","1,690","271.0"
"Chlamydia","2017","Vermont","50","1,858","297.6"
"Chlamydia","2018","Vermont","50","1,712","274.2"
"Chlamydia","2019","Vermont","50","1,718","275.3"
"Chlamydia","2022","Vermont","50","1,281","198.0"
"Chlamydia","2023","Vermont","50","1,307","201.9"
"Chlamydia","2008","Virginia","51","31,218","401.2"
"Chlamydia","2009","Virginia","51","30,903","393.0"
"Chlamydia","2010","Virginia","51","30,797","383.8"
"Chlamydia","2011","Virginia","51","36,314","448.3"
"Chlamydia","2012","Virginia","51","34,963","427.2"
"Chlamydia","2013","Virginia","51","33,316","403.7"
"Chlamydia","2014","Virginia","51","36,048","433.7"
"Chlamydia","2015","Virginia","51","35,349","422.7"
"Chlamydia","2016","Virginia","51","39,666","471.6"
"Chlamydia","2017","Virginia","51","42,374","500.7"
"Chlamydia","2018","Virginia","51","42,965","505.4"
"Chlamydia","2019","Virginia","51","48,169","564.3"
"Chlamydia","2022","Virginia","51","40,789","469.7"
"Chlamydia","2023","Virginia","51","41,206","472.8"
"Chlamydia","2008","Washington","53","21,402","325.9"
"Chlamydia","2009","Washington","53","21,387","320.6"
"Chlamydia","2010","Washington","53","21,348","316.6"
"Chlamydia","2011","Washington","53","23,280","341.0"
"Chlamydia","2012","Washington","53","24,596","356.6"
"Chlamydia","2013","Washington","53","24,950","358.3"
"Chlamydia","2014","Washington","53","26,577","376.7"
"Chlamydia","2015","Washington","53","28,699","400.6"
"Chlamydia","2016","Washington","53","31,254","428.4"
"Chlamydia","2017","Washington","53","32,231","434.2"
"Chlamydia","2018","Washington","53","34,449","457.9"
"Chlamydia","2019","Washington","53","37,795","496.3"
"Chlamydia","2022","Washington","53","28,431","365.2"
"Chlamydia","2023","Washington","53","27,687","354.4"
"Chlamydia","2008","West Virginia","54","3,316","182.6"
"Chlamydia","2009","West Virginia","54","3,604","197.9"
"Chlamydia","2010","West Virginia","54","3,876","209.0"
"Chlamydia","2011","West Virginia","54","4,295","231.4"
"Chlamydia","2012","West Virginia","54","4,790","258.0"
"Chlamydia","2013","West Virginia","54","5,139","277.2"
"Chlamydia","2014","West Virginia","54","4,719","255.2"
"Chlamydia","2015","West Virginia","54","4,958","269.2"
"Chlamydia","2016","West Virginia","54","4,821","263.3"
"Chlamydia","2017","West Virginia","54","4,140","227.8"
"Chlamydia","2018","West Virginia","54","3,599","199.5"
"Chlamydia","2019","West Virginia","54","5,609","313.0"
"Chlamydia","2022","West Virginia","54","4,450","250.7"
"Chlamydia","2023","West Virginia","54","4,407","249.0"
"Chlamydia","2008","Wisconsin","55","20,996","373.1"
"Chlamydia","2009","Wisconsin","55","20,906","370.0"
"Chlamydia","2010","Wisconsin","55","23,236","408.3"
"Chlamydia","2011","Wisconsin","55","24,619","431.5"
"Chlamydia","2012","Wisconsin","55","23,726","414.8"
"Chlamydia","2013","Wisconsin","55","23,572","410.9"
"Chlamydia","2014","Wisconsin","55","23,154","402.6"
"Chlamydia","2015","Wisconsin","55","24,381","423.2"
"Chlamydia","2016","Wisconsin","55","26,894","465.9"
"Chlamydia","2017","Wisconsin","55","27,740","479.1"
"Chlamydia","2018","Wisconsin","55","28,027","482.6"
"Chlamydia","2019","Wisconsin","55","29,080","499.4"
"Chlamydia","2022","Wisconsin","55","25,676","435.7"
"Chlamydia","2023","Wisconsin","55","24,993","422.8"
"Chlamydia","2008","Wyoming","56","1,577","296.1"
"Chlamydia","2009","Wyoming","56","1,963","360.6"
"Chlamydia","2010","Wyoming","56","2,113","374.3"
"Chlamydia","2011","Wyoming","56","2,092","368.8"
"Chlamydia","2012","Wyoming","56","2,102","364.7"
"Chlamydia","2013","Wyoming","56","2,005","344.4"
"Chlamydia","2014","Wyoming","56","1,972","338.5"
"Chlamydia","2015","Wyoming","56","2,037","347.8"
"Chlamydia","2016","Wyoming","56","2,060","352.6"
"Chlamydia","2017","Wyoming","56","2,142","370.0"
"Chlamydia","2018","Wyoming","56","2,169","375.5"
"Chlamydia","2019","Wyoming","56","2,189","378.2"
"Chlamydia","2022","Wyoming","56","1,793","308.4"
"Chlamydia","2023","Wyoming","56","1,829","313.2"
"Chlamydia","2021","Maryland","24","Data suppressed","Data suppressed"
"Chlamydia","2000","Massachusetts","25","10,073","158.3"
"Chlamydia","2001","Massachusetts","25","10,402","162.2"
"Chlamydia","2002","Massachusetts","25","10,914","169.5"
"Chlamydia","2003","Massachusetts","25","11,301","175.1"
"Chlamydia","2004","Massachusetts","25","13,242","205.2"
"Chlamydia","2005","Massachusetts","25","14,411","223.3"
"Chlamydia","2006","Massachusetts","25","15,394","238.1"
"Chlamydia","2007","Massachusetts","25","16,145","248.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Massachusetts","25","24,901","354.2"
"Chlamydia","2021","Massachusetts","25","26,950","385.8"
"Chlamydia","2000","Michigan","26","26,237","263.6"
"Chlamydia","2001","Michigan","26","31,090","310.7"
"Chlamydia","2002","Michigan","26","32,272","321.5"
"Chlamydia","2003","Michigan","26","32,572","323.4"
"Chlamydia","2004","Michigan","26","41,246","408.7"
"Chlamydia","2005","Michigan","26","38,730","383.8"
"Chlamydia","2006","Michigan","26","36,753","364.5"
"Chlamydia","2007","Michigan","26","37,353","371.6"
"Chlamydia","2020 (COVID-19 Pandemic)","Michigan","26","44,769","444.3"
"Chlamydia","2021","Michigan","26","45,473","452.4"
"Chlamydia","2000","Minnesota","27","8,102","164.2"
"Chlamydia","2001","Minnesota","27","8,323","167.1"
"Chlamydia","2002","Minnesota","27","10,107","201.4"
"Chlamydia","2003","Minnesota","27","10,714","212.1"
"Chlamydia","2004","Minnesota","27","11,602","228.4"
"Chlamydia","2005","Minnesota","27","12,189","238.7"
"Chlamydia","2006","Minnesota","27","12,935","251.3"
"Chlamydia","2007","Minnesota","27","13,413","258.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Minnesota","27","22,114","387.5"
"Chlamydia","2021","Minnesota","27","22,573","395.5"
"Chlamydia","2000","Mississippi","28","12,697","445.8"
"Chlamydia","2001","Mississippi","28","11,793","413.3"
"Chlamydia","2002","Mississippi","28","11,800","412.9"
"Chlamydia","2003","Mississippi","28","12,193","425.4"
"Chlamydia","2004","Mississippi","28","18,863","653.8"
"Chlamydia","2005","Mississippi","28","21,268","733.6"
"Chlamydia","2006","Mississippi","28","19,002","656.0"
"Chlamydia","2007","Mississippi","28","21,686","742.6"
"Chlamydia","2020 (COVID-19 Pandemic)","Mississippi","28","23,919","807.7"
"Chlamydia","2021","Mississippi","28","22,126","750.0"
"Chlamydia","2000","Missouri","29","13,448","239.9"
"Chlamydia","2001","Missouri","29","13,949","247.2"
"Chlamydia","2002","Missouri","29","16,181","284.9"
"Chlamydia","2003","Missouri","29","18,570","325.0"
"Chlamydia","2004","Missouri","29","21,319","370.4"
"Chlamydia","2005","Missouri","29","22,371","385.5"
"Chlamydia","2006","Missouri","29","22,982","392.3"
"Chlamydia","2007","Missouri","29","23,308","394.7"
"Chlamydia","2020 (COVID-19 Pandemic)","Missouri","29","31,815","516.9"
"Chlamydia","2021","Missouri","29","31,915","517.4"
"Chlamydia","2000","Montana","30","1,469","162.6"
"Chlamydia","2001","Montana","30","1,897","209.4"
"Chlamydia","2002","Montana","30","2,475","272.1"
"Chlamydia","2003","Montana","30","2,547","277.9"
"Chlamydia","2004","Montana","30","2,608","281.7"
"Chlamydia","2005","Montana","30","2,400","256.8"
"Chlamydia","2006","Montana","30","2,650","280.1"
"Chlamydia","2007","Montana","30","2,748","287.1"
"Chlamydia","2020 (COVID-19 Pandemic)","Montana","30","4,133","381.2"
"Chlamydia","2021","Montana","30","4,029","364.9"
"Chlamydia","2000","Nebraska","31","3,791","221.3"
"Chlamydia","2001","Nebraska","31","3,206","186.6"
"Chlamydia","2002","Nebraska","31","4,779","277.1"
"Chlamydia","2003","Nebraska","31","4,739","273.4"
"Chlamydia","2004","Nebraska","31","5,238","300.8"
"Chlamydia","2005","Nebraska","31","5,098","291.2"
"Chlamydia","2006","Nebraska","31","5,428","308.5"
"Chlamydia","2007","Nebraska","31","5,132","290.1"
"Chlamydia","2020 (COVID-19 Pandemic)","Nebraska","31","8,844","450.9"
"Chlamydia","2021","Nebraska","31","8,897","453.1"
"Chlamydia","2000","Nevada","32","4,019","199.1"
"Chlamydia","2001","Nevada","32","4,831","230.7"
"Chlamydia","2002","Nevada","32","5,936","274.1"
"Chlamydia","2003","Nevada","32","5,830","260.7"
"Chlamydia","2004","Nevada","32","6,690","287.4"
"Chlamydia","2005","Nevada","32","7,321","304.1"
"Chlamydia","2006","Nevada","32","8,398","337.1"
"Chlamydia","2007","Nevada","32","9,514","370.9"
"Chlamydia","2020 (COVID-19 Pandemic)","Nevada","32","14,739","474.7"
"Chlamydia","2021","Nevada","32","16,348","520.0"
"Chlamydia","2000","New Hampshire","33","1,130","91.1"
"Chlamydia","2001","New Hampshire","33","1,383","110.1"
"Chlamydia","2002","New Hampshire","33","1,557","122.5"
"Chlamydia","2003","New Hampshire","33","1,616","126.0"
"Chlamydia","2004","New Hampshire","33","1,736","134.3"
"Chlamydia","2005","New Hampshire","33","1,842","141.6"
"Chlamydia","2006","New Hampshire","33","1,997","152.3"
"Chlamydia","2007","New Hampshire","33","2,055","156.1"
"Chlamydia","2020 (COVID-19 Pandemic)","New Hampshire","33","2,931","212.8"
"Chlamydia","2021","New Hampshire","33","3,027","217.9"
"Chlamydia","2000","New Jersey","34","10,814","128.3"
"Chlamydia","2001","New Jersey","34","16,312","192.2"
"Chlamydia","2002","New Jersey","34","14,164","165.8"
"Chlamydia","2003","New Jersey","34","16,169","188.3"
"Chlamydia","2004","New Jersey","34","17,448","202.6"
"Chlamydia","2005","New Jersey","34","19,152","222.2"
"Chlamydia","2006","New Jersey","34","20,194","234.3"
"Chlamydia","2007","New Jersey","34","21,536","249.5"
"Chlamydia","2020 (COVID-19 Pandemic)","New Jersey","34","31,649","340.7"
"Chlamydia","2021","New Jersey","34","33,425","360.7"
"Chlamydia","2000","New Mexico","35","5,204","285.8"
"Chlamydia","2001","New Mexico","35","6,254","342.0"
"Chlamydia","2002","New Mexico","35","7,417","401.1"
"Chlamydia","2003","New Mexico","35","7,480","400.4"
"Chlamydia","2004","New Mexico","35","9,035","478.0"
"Chlamydia","2005","New Mexico","35","8,456","441.6"
"Chlamydia","2006","New Mexico","35","9,829","506.5"
"Chlamydia","2007","New Mexico","35","9,460","481.1"
"Chlamydia","2020 (COVID-19 Pandemic)","New Mexico","35","12,084","570.7"
"Chlamydia","2021","New Mexico","35","12,441","588.0"
"Chlamydia","2000","New York","36","31,448","165.5"
"Chlamydia","2001","New York","36","46,265","242.4"
"Chlamydia","2002","New York","36","51,123","266.8"
"Chlamydia","2003","New York","36","57,222","297.5"
"Chlamydia","2004","New York","36","59,097","306.2"
"Chlamydia","2005","New York","36","63,966","330.9"
"Chlamydia","2006","New York","36","68,720","355.1"
"Chlamydia","2007","New York","36","80,717","415.6"
"Chlamydia","2020 (COVID-19 Pandemic)","New York","36","97,722","483.7"
"Chlamydia","2021","New York","36","101,657","512.5"
"Chlamydia","2000","North Carolina","37","21,985","272.1"
"Chlamydia","2001","North Carolina","37","22,101","269.4"
"Chlamydia","2002","North Carolina","37","24,726","297.5"
"Chlamydia","2003","North Carolina","37","26,187","311.8"
"Chlamydia","2004","North Carolina","37","28,967","340.1"
"Chlamydia","2005","North Carolina","37","31,183","360.3"
"Chlamydia","2006","North Carolina","37","33,615","379.7"
"Chlamydia","2007","North Carolina","37","30,611","338.3"
"Chlamydia","2020 (COVID-19 Pandemic)","North Carolina","37","64,640","619.2"
"Chlamydia","2021","North Carolina","37","63,660","603.3"
"Chlamydia","2001","North Dakota","38","1,062","166.9"
"Chlamydia","2002","North Dakota","38","1,256","198.4"
"Chlamydia","2003","North Dakota","38","1,655","262.0"
"Chlamydia","2004","North Dakota","38","1,810","284.8"
"Chlamydia","2005","North Dakota","38","1,667","262.7"
"Chlamydia","2006","North Dakota","38","1,820","286.2"
"Chlamydia","2007","North Dakota","38","1,789","280.6"
"Chlamydia","2020 (COVID-19 Pandemic)","North Dakota","38","3,562","457.2"
"Chlamydia","2021","North Dakota","38","3,964","511.5"
"Chlamydia","2000","North Dakota","38","909","141.7"
"Chlamydia","2000","Ohio","39","31,190","274.5"
"Chlamydia","2001","Ohio","39","37,653","330.4"
"Chlamydia","2002","Ohio","39","38,032","333.0"
"Chlamydia","2003","Ohio","39","42,522","371.4"
"Chlamydia","2004","Ohio","39","39,379","343.4"
"Chlamydia","2005","Ohio","39","43,806","381.7"
"Chlamydia","2006","Ohio","39","40,106","349.0"
"Chlamydia","2007","Ohio","39","47,434","411.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Ohio","39","59,520","504.4"
"Chlamydia","2021","Ohio","39","56,520","479.8"
"Chlamydia","2000","Oklahoma","40","9,331","270.2"
"Chlamydia","2001","Oklahoma","40","10,478","302.5"
"Chlamydia","2002","Oklahoma","40","10,804","310.2"
"Chlamydia","2003","Oklahoma","40","11,013","315.1"
"Chlamydia","2004","Oklahoma","40","10,366","295.2"
"Chlamydia","2005","Oklahoma","40","13,407","379.8"
"Chlamydia","2006","Oklahoma","40","12,992","363.8"
"Chlamydia","2007","Oklahoma","40","12,529","347.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Oklahoma","40","21,208","535.6"
"Chlamydia","2021","Oklahoma","40","20,709","519.5"
"Chlamydia","2000","Oregon","41","7,107","207.2"
"Chlamydia","2001","Oregon","41","7,454","214.8"
"Chlamydia","2002","Oregon","41","7,009","199.3"
"Chlamydia","2003","Oregon","41","7,688","216.5"
"Chlamydia","2004","Oregon","41","8,690","243.2"
"Chlamydia","2005","Oregon","41","9,018","249.3"
"Chlamydia","2006","Oregon","41","9,577","260.5"
"Chlamydia","2007","Oregon","41","9,849","264.0"
"Chlamydia","2020 (COVID-19 Pandemic)","Oregon","41","15,858","374.3"
"Chlamydia","2021","Oregon","41","15,596","367.3"
"Chlamydia","2000","Pennsylvania","42","26,476","215.5"
"Chlamydia","2001","Pennsylvania","42","28,319","230.3"
"Chlamydia","2002","Pennsylvania","42","31,791","258.0"
"Chlamydia","2003","Pennsylvania","42","37,291","301.7"
"Chlamydia","2004","Pennsylvania","42","38,025","307.0"
"Chlamydia","2005","Pennsylvania","42","37,261","300.1"
"Chlamydia","2006","Pennsylvania","42","39,487","316.7"
"Chlamydia","2007","Pennsylvania","42","42,469","339.3"
"Chlamydia","2020 (COVID-19 Pandemic)","Pennsylvania","42","52,272","402.0"
"Chlamydia","2021","Pennsylvania","42","53,124","409.8"
"Chlamydia","2000","Rhode Island","44","2,632","250.5"
"Chlamydia","2001","Rhode Island","44","2,912","275.3"
"Chlamydia","2002","Rhode Island","44","2,832","265.4"
"Chlamydia","2003","Rhode Island","44","3,000","279.7"
"Chlamydia","2004","Rhode Island","44","3,442","319.9"
"Chlamydia","2005","Rhode Island","44","3,269","305.7"
"Chlamydia","2006","Rhode Island","44","3,142","295.2"
"Chlamydia","2007","Rhode Island","44","3,177","299.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Rhode Island","44","4,714","429.6"
"Chlamydia","2021","Rhode Island","44","5,199","474.5"
"Chlamydia","2000","South Carolina","45","9,950","247.3"
"Chlamydia","2001","South Carolina","45","15,329","377.3"
"Chlamydia","2002","South Carolina","45","14,314","348.9"
"Chlamydia","2003","South Carolina","45","14,623","353.1"
"Chlamydia","2004","South Carolina","45","18,423","439.0"
"Chlamydia","2005","South Carolina","45","18,296","430.4"
"Chlamydia","2006","South Carolina","45","22,351","515.7"
"Chlamydia","2007","South Carolina","45","26,431","598.4"
"Chlamydia","2020 (COVID-19 Pandemic)","South Carolina","45","34,118","666.6"
"Chlamydia","2021","South Carolina","45","36,477","702.7"
"Chlamydia","2000","South Dakota","46","1,834","242.7"
"Chlamydia","2001","South Dakota","46","1,821","240.0"
"Chlamydia","2002","South Dakota","46","2,215","290.8"
"Chlamydia","2003","South Dakota","46","2,608","340.5"
"Chlamydia","2004","South Dakota","46","2,532","327.5"
"Chlamydia","2005","South Dakota","46","2,701","346.8"
"Chlamydia","2006","South Dakota","46","2,633","334.6"
"Chlamydia","2007","South Dakota","46","2,620","329.3"
"Chlamydia","2020 (COVID-19 Pandemic)","South Dakota","46","4,044","456.1"
"Chlamydia","2021","South Dakota","46","4,853","542.0"
"Chlamydia","2000","Tennessee","47","15,068","264.2"
"Chlamydia","2001","Tennessee","47","15,560","270.4"
"Chlamydia","2002","Tennessee","47","16,042","276.5"
"Chlamydia","2003","Tennessee","47","20,380","348.0"
"Chlamydia","2004","Tennessee","47","22,515","380.4"
"Chlamydia","2005","Tennessee","47","23,084","384.9"
"Chlamydia","2006","Tennessee","47","25,320","415.7"
"Chlamydia","2007","Tennessee","47","26,866","435.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Tennessee","47","37,907","548.5"
"Chlamydia","2021","Tennessee","47","39,227","562.4"
"Chlamydia","2000","Texas","48","68,814","328.5"
"Chlamydia","2001","Texas","48","69,752","327.0"
"Chlamydia","2002","Texas","48","69,521","320.3"
"Chlamydia","2003","Texas","48","69,200","313.9"
"Chlamydia","2004","Texas","48","70,232","313.4"
"Chlamydia","2005","Texas","48","71,860","315.3"
"Chlamydia","2006","Texas","48","75,543","323.4"
"Chlamydia","2007","Texas","48","85,786","360.1"
"Chlamydia","2020 (COVID-19 Pandemic)","Texas","48","135,124","463.6"
"Chlamydia","2021","Texas","48","149,636","506.8"
"Chlamydia","2000","Utah","49","2,190","97.6"
"Chlamydia","2001","Utah","49","3,004","131.1"
"Chlamydia","2002","Utah","49","3,540","151.6"
"Chlamydia","2003","Utah","49","3,893","163.7"
"Chlamydia","2004","Utah","49","3,857","158.2"
"Chlamydia","2005","Utah","49","4,602","184.2"
"Chlamydia","2006","Utah","49","5,092","197.2"
"Chlamydia","2007","Utah","49","5,721","214.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Utah","49","10,466","319.9"
"Chlamydia","2021","Utah","49","11,221","336.2"
"Chlamydia","2003","Vermont","50","1,060","171.9"
"Chlamydia","2004","Vermont","50","1,137","183.9"
"Chlamydia","2006","Vermont","50","1,191","192.1"
"Chlamydia","2007","Vermont","50","1,057","170.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Vermont","50","1,117","173.7"
"Chlamydia","2021","Vermont","50","910","141.0"
"Chlamydia","2006","Virginia","51","24,087","315.5"
"Chlamydia","2007","Virginia","51","24,579","319.0"
"Chlamydia","2006","Washington","53","17,819","279.7"
"Chlamydia","2007","Washington","53","18,784","290.6"
"Chlamydia","2006","West Virginia","54","2,910","160.9"
"Chlamydia","2007","West Virginia","54","3,168","174.8"
"Chlamydia","2006","Wisconsin","55","20,190","362.4"
"Chlamydia","2007","Wisconsin","55","19,555","349.1"
"Chlamydia","2006","Wyoming","56","1,422","277.4"
"Chlamydia","2007","Wyoming","56","1,197","228.8"
"Chlamydia","2005","Vermont","50","957","154.7"
"Chlamydia","2002","Vermont","50","954","155.2"
"Chlamydia","2001","Vermont","50","638","104.3"
"Chlamydia","2000","Vermont","50","526","86.3"
"Chlamydia","2000","Virginia","51","15,352","216.1"
"Chlamydia","2001","Virginia","51","18,337","255.0"
"Chlamydia","2002","Virginia","51","18,518","254.5"
"Chlamydia","2003","Virginia","51","19,439","264.4"
"Chlamydia","2004","Virginia","51","21,635","290.2"
"Chlamydia","2005","Virginia","51","22,668","300.3"
"Chlamydia","2020 (COVID-19 Pandemic)","Virginia","51","40,965","474.6"
"Chlamydia","2021","Virginia","51","40,409","467.6"
"Chlamydia","2000","Washington","53","13,066","221.0"
"Chlamydia","2001","Washington","53","13,631","227.6"
"Chlamydia","2002","Washington","53","14,934","246.6"
"Chlamydia","2003","Washington","53","16,797","275.0"
"Chlamydia","2004","Washington","53","17,635","285.3"
"Chlamydia","2005","Washington","53","18,616","297.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Washington","53","31,181","404.7"
"Chlamydia","2021","Washington","53","29,632","382.9"
