"Date Printed: Thursday, January 1, 2026 7:29:20 PM"
Title: "Chlamydia | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups | All transmission categories""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Chlamydia","2000","West Virginia","54","2,143","118.6"
"Chlamydia","2001","West Virginia","54","2,361","131.3"
"Chlamydia","2002","West Virginia","54","2,464","136.9"
"Chlamydia","2003","West Virginia","54","2,585","143.4"
"Chlamydia","2004","West Virginia","54","2,758","152.9"
"Chlamydia","2005","West Virginia","54","2,944","163.2"
"Chlamydia","2020 (COVID-19 Pandemic)","West Virginia","54","5,431","302.8"
"Chlamydia","2021","West Virginia","54","5,226","293.1"
"Chlamydia","2000","Wisconsin","55","16,365","304.5"
"Chlamydia","2001","Wisconsin","55","16,291","301.2"
"Chlamydia","2002","Wisconsin","55","17,000","312.1"
"Chlamydia","2003","Wisconsin","55","17,942","327.4"
"Chlamydia","2004","Wisconsin","55","19,217","348.6"
"Chlamydia","2005","Wisconsin","55","20,461","369.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Wisconsin","55","26,564","450.7"
"Chlamydia","2021","Wisconsin","55","27,847","472.3"
"Chlamydia","2004","Wyoming","56","1,082","215.2"
"Chlamydia","2005","Wyoming","56","1,173","231.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Wyoming","56","1,961","339.9"
"Chlamydia","2021","Wyoming","56","2,078","359.0"
"Chlamydia","2003","Wyoming","56","960","192.4"
"Chlamydia","2002","Wyoming","56","944","190.0"
"Chlamydia","2001","Wyoming","56","839","170.2"
"Chlamydia","2000","Wyoming","56","807","163.4"
